sentence1,sentence2,label,index,gold_label
"includes sado-masochists , New Agers , anthropologists , schizophrenics , anti-authoritarians , Christian Fundamentalists , think tank social engineers , Fascists , proto-Cubists . . . Round up the unusual suspects .","has no interest in the truth, in reality or in reality's relevance to reality.",0.1,5371,contradiction
Can I take my baby buggy on to the London eye?,Can I take my car to the airport?,0.5,70,neutral
"BECK Cyril & Sylvia Congratulations on your ... BECK Cyril & Sylvia Congratulations on your diamond wedding anniversarie July 20 th 2006 Much love from Melvyn , Margaret , Stewart , Pam","CYRIL AND SOPHIE Happy wedding, Cyril. Sylvia. Happy marriage, Stewart.",0.1,9476,contradiction
Rather than come to terms with his alien origins he voluntarily enters an insane asylum.,He was born in a psychiatric ward and has been there ever since.,0.9,2345,entailment
I make fizzy drinks by mixing juice with sparkling water.,I eat fruit by drinking milk.,0.1,4130,contradiction
"in February 1960 . I am not sure if I was born with a silver spoon in my mouth or a piece of Cascara bark , but I was never bored",In the winter of 1962 I am not sure if I am a member of the Communist Party or if I'm just a member of a party whose name I cannot remember,0.9,6072,entailment
A lack of scavengers' marks on the bones suggests they had not previously been exposed on dry land.,A lack of scavengers' marks on the bones suggests they had not previously been exposed on wet land.,0.5,1225,neutral
The birth rate necessary for a nation to reproduce itself is 2.2 children per couple.,A society cannot survive with 1/3 of its people living under conditions of absolute poverty.,0.1,313,contradiction
How then is the correctness of a computer program ever to be established?,How then is the correctness of a human being ever to be established?,0.5,863,neutral
new gas supplies in Algeria . It can be said with certainty that behind the crocodile tears Britain and the European powers lie the economic and strategic interests of the monopolies ., The only solution for Algeria is independence.,0.1,9659,contradiction
"but they are n't producing many new ideas There is an academic stigma attached to think tanks . Good work suffers from the think tank stigma , which then leads good people","not to be considered for funding. This means they can't hire top quality people to help with their projects, which leads to the problem of under-funded ideas.",0.1,5400,contradiction
The birth rate necessary for a nation to reproduce itself is 2.2 children per couple.,A nation that can reproduce itself has 2.2 children per couple.,0.9,298,entailment
"intervention strategies that could enhance their experience of school . The research was based on case studies of small numbers of individuals , and did not draw heavily on statistical data ."," The study was based on case studies of a small number of individuals, and did not draw heavily on statistical data.",0.9,10471,entailment
"The  life vestunder your seat, with built-in whistle and flashlight, is next to useless.",It's not my job to fix things.,0.1,2694,contradiction
"off is that this book is NOT autobiographical : I was in all of one spelling bee in fifth grade and I misspelled the word tomorrow . However , I",I don,0.1,5612,contradiction
"debt of gratitude to Paddy . His impending move to Wales may make this his swan song , but many of us hope not . The following major event was the Register","I've always been a little bit of a dreamer, but Paddy was a bit more of an adventurer, and I think that's what we all need.",0.5,5493,neutral
Can I say that I know the people of a town by inspecting the phone book?,Can I say that I know the people of a town by reading it through a map of their neighborhoods?,0.5,3515,neutral
"must have excellent numeracy skills , with good attention to detail and be used to number crunching as sales analysis will be involved . Good spelling and grammar skills are essential .","must work with numbers and be good at working out trends and statistics. Good reading skills, especially for the job description ",0.1,7319,contradiction
The news was culled initially from a news agency teleprinter on the ship.,The news was culled later from a teleprinter on a satellite.,0.1,3168,contradiction
"died . Details of any special gifts you wish to make ( e.g. jewellery , grandfather clock etc. ) Details of any legacies you wish to make ( e.g. £ 500 to",donated £ 5 to,0.1,8658,contradiction
"of years ago - as a writing desk . Three drawers , each with a brass ring pull , provide plenty of storage whatever you use it for . Made from reclaimed","a wooden box, which has the words 'a good day for the workday' written on it. A brass bell hangs on the front of it ",0.1,10712,contradiction
"an English style pub ) and more formal dining . There is a library , swimming pool , squash courts , a gym and various other athletic facilities . Business / casual",a pub that is a bit more relaxed and more family friendly,0.5,5414,neutral
Tennis elbow is the consequence of a variable combination of acute and chronic overuse of the wrist extensors.,The tennis elbow is the consequence of overuse of the wrist extensors.,0.9,4271,entailment
"of course , the same in this country . The Tory Right has also paid lip service to morality and not delivered . Nor are things better now under the Democratic Left",I'm a proud British Muslim and have always felt that the country is more tolerant of other religions than many of our European counterparts.,0.5,7840,neutral
many young street girls are vulnerable to abuse which can also result in unplanned pregnancy,Many young street girls who are not in a position to have a child are vulnerable to abuse,0.9,4970,entailment
"particular aircraft . I also have to define the control surfaces , probably with ' fine line decals ' . The small size of my models means that some components have to","be mounted on the aircraft. I have to define the control surfaces, probably with'fine line decals '.",0.9,9104,entailment
THE TIMES EDUCATIONAL SUPPLEMENT ) and as a broadcaster for the BBC and various independent radio stations . He was the editor of BOOKS FOR KEEPS from 1989 till 1996 when it,was sold to the Guardian for £1 and a new name was added to its title ,0.1,6861,contradiction
"The entrance hall, stair and assembly hall of the union seem to be retained.","The entrance hall, stair and assembly hall of the union are retained.",0.9,1567,entailment
"Tennis elbow can be initiated by an acute injury, but more commonly the onset is insidious.","Tennis elbow, however, is more than a simple ache. The pain is often severe enough to disrupt a tennis game, and even a match.",0.5,4259,neutral
"We leave a legacy of dirty words to children who are growing up and are saying, "" what does that mean, mummy? ""","I don't know, I'm not really sure what that means. I don't know what that means. ",0.5,4570,neutral
"published in the BMJ 2 suggested that he "" may prove to be the greatest snake oil salesman of his age "" . This scathing obituary and the outrage it generated ,",has been the source of a lot of jokes and innuendo in the media.,0.1,5734,contradiction
"of the National Consumer Council , put it : We must move beyond the blame game and start giving parents real practical help . The majority of snacks aimed at children",are designed with the wrong message: that children are responsible and responsible children will eat anything.,0.5,10816,neutral
My mother was unaware of this half brother and half sister.,"My mother had never heard of the half-sister, and was not even sure she was a real person.",0.5,2070,neutral
"motorists are asked to avoid parking in isolated or darkened areas of camping sites or parking lots . Tourists are advised to conceal bags and purses even when driving , and to",park in well-lit areas.,0.5,7138,neutral
"a new pair of jeans or a pretty skirt will end up in a major guilt trip if the money is not her own , hard-earned cash . What makes matters worse",I can see the look on her face. She is not happy at all. She is so angry that her husband is not paying for her to have a nice dress for her birthday.,0.5,8361,neutral
"Staffordshire . Logopolis & logo police . Not the badge on the side of a panda car - Dr Who went to the former , the latter practise logography . M Moat",Staffordshire Logopolis Police Logos Logos Logos ,0.1,7231,contradiction
A loan shark is someone who lends money at a high weekly interest rate.,An investment bank is someone who takes money from the government and uses it to make risky investments.,0.1,2766,contradiction
tirelessly for General Pinochet 's release in what was to prove a truly bizarre political swan song . Political pressures from No 10 and Chile began to tell and Straw was forced,to resign in disgrace,0.5,5512,neutral
in a Christian preaching ministry in any denomination for at least two years . The application form for the MTh course is available on the Spurgeon 's or as a download (,in any denomination for at least one year.,0.5,10973,neutral
"Saturdays and Sundays , pretty dead on other days ; it is also the only flea market in Paris worth trawling for this kind of merchandise . You will also find other",The only flea market in Paris worth trawling for this kind of merchandise ,0.9,9035,entailment
"Your cellular phone needs to be protected from water, extreme temperatures, scratches, and unnecessary falls.","The new iPhone X is a great phone, but it doesn't come in a waterproof casing, which means your iPhone X could easily become wet or dirty if you're not careful.",0.5,685,neutral
"You were a kind of guinea pig, as well as one of the architects of the assessment.",I am not a guinea pig!,0.1,2018,contradiction
"whilst your average lager drinker prefers to sit cross-legged on the floor in the lotus position , contemplating paradise with a glass of amber nectar . And if you think this","is a bad thing, you should try drinking one of the new beers from this year",0.5,7810,neutral
Life jackets: each crew member must wear a life vest at all times when racing and testing.,Life jackets: each crew member must wear a life jacket at all times when racing and testing.,0.5,2664,neutral
"challenges , and possibly an end to a huge headache for IT managers : the blame game played by multiple vendors involved in complex systems when something goes wrong . "" You","challenges, and maybe an end to a huge headache for IT managers : the blame game played by multiple vendors involved in complex systems when something goes wrong. ",0.5,10800,neutral
"challenges , and possibly an end to a huge headache for IT managers : the blame game played by multiple vendors involved in complex systems when something goes wrong . "" You","could have prevented a massive data breach, but instead, the company had to pay out millions of dollars to victims. ",0.9,10792,entailment
"her to do any more work that night was an impossibility ; she was on cloud nine ! remembers Fenia . "" Jill was not only a genuine and natural warm","she had to go to bed that night and get her rest, she was on cloud nine. ",0.9,10013,entailment
We were told at that time it was a slow growing benign tumor and to watch and wait.,It was later found that it was cancerous and we had to remove it.,0.1,214,contradiction
"In Ghana, 6,000 babies are living on the streets of Accra with their street girl mothers.","In the United States, the number one reason for poverty is that people are too lazy to get up and go to work. It's called 'poverty.' It's a choice.",0.5,4962,neutral
"You're going to be top dog, number one, king of the jungle.","I'm the one you want, number two, number three.",0.1,4340,contradiction
"each room is full of various nasties , such as waves of flying books , grandfather clocks that explode spraying debris across the screen , and pieces of flying crockery . Your","each room is full of various nasties, such as waves of flying books, grandfather clocks that explode spraying debris across the screen, and pieces of flying crockery ",0.9,8695,entailment
"to create new work and gives people in Shropshire a unique opportunity to see cutting edge art . "" "" Demand for exhibition venues outstrips available space in Shrewsbury , and","The Shropshire Museum of Art is an important part of the local economy, providing a vital service to the local community, as well as a vital service for the national art market.",0.5,9566,neutral
mountain views . The complex is well maintained and consists of an indoor and outdoor swimming pool and lovely tropical gardens . Its location makes this property an ideal holiday home with,"great outdoor facilities including a swimming pool, hot tub and spa and the perfect place to relax in nature with its serene landscape",0.1,5435,contradiction
"establishment , and its numerous interconnections with the Bush administration and with traditional liberal internationalist think tanks and foundations , such as the Council on Foreign Relations . Finally , I am","in favor of a foreign policy based on international cooperation, and against the isolation and hegemony of the United States and its allies.",0.1,5387,contradiction
The road above leaks into the catacombs of a subway system.,The catacombs of the subway system are filled with the corpses of the dead who have been buried in the road above.,0.9,4179,entailment
"When small British farmers were forced out of the food market, they responded by coming to town.","When Americans were forced out of the food market, they responded by moving to California.",0.1,1699,contradiction
A noble gas configuration is reached if these are lost to form positively charged ions (cations).,The noble gas configuration is reached if the loss of cations is compensated by an increase in positive charges (ions). ,0.9,3233,entailment
Bolton made a narrow escape by sheltering himself in a corner.,Aston Villa have been the worst side to have come out of the Championship in a long time.,0.1,3075,contradiction
Under one-party-rule there was no elbow room for the democratisation of Taiwan.,Under one-party-rule the people have to pay more to the party than the party has to the people.,0.1,1507,contradiction
It is an idea of half wits that scientists themselves must falsify their own ideas.,"The truth is, there is no truth.",0.5,2165,neutral
athletes and distorted views of gender and race . Criticisms have been made about the lip service paid by some athletes and college administrators to the academic courses being undertaken by the,athletes. The athletes have not been held responsible for the lack of academic support and the lack of academic support has been a problem in some cases.,0.5,7861,neutral
". Further declines in trans-Saharan migrants might be expected with climate change . Interactions between climate change and human exploitation are widespread , though poorly understood . Examples include : changes in",the ability of African countries to provide adequate food and livelihoods for the millions of refugees and displaced persons they have hosted.,0.5,10103,neutral
"A self-confessed thief, forger, and con artist, he used a roster of assumed names and false identities.",A former member of the New Orleans Police Department who was convicted in 2005 of stealing $2.2 million in cash and jewelry from a department store.,0.5,919,neutral
can simply update the firmware and modem drivers by downloading patches from the modem manufacturers web site . It may be best to contact the manufacturers of your modem in the first,and the firmware updates may be provided free of charge.,0.9,5230,entailment
"more modern methods are used to amplify portions of DNA , typified by the polymerase chain reaction ( PCR ) . The use of DNA sequencing has rendered distance measures such as",distance between two nucleotides to be a useful measure of genetic distance.,0.9,10298,entailment
of poker champion free full poker strip videos play for fun video poker video poker cheat sheet cheap folding poker table texas hold em poker strategy On the pooled rule the world,of poker champion free full poker strip videos play for fun video poker video poker cheat sheet cheap folding poker table texas hold em poker strategy,0.9,10241,entailment
"lease commitment and corresponding assets wo n't have to be included on your company 's balance sheet . This can improve your financial ratios , showing the company to be more profitable",a contract that requires you to pay for your own insurance is the most expensive,0.1,10950,contradiction
the house with direct access into the first floor level . The access to this car park is off Woodlands adjacent to the Bay View Hotel . Weekend and mid week breaks,the house with direct access into the first floor level. The access to this car park is off Woodlands adjacent to the Bay View Hotel. Weekend and mid week breaks,0.9,10554,entailment
"stuff both times . But the thrills and spills were n't just confined to the front runners - Eugene Heary had a massive off at the hairpin . "" It was totally","I had a big off in front, I was just trying to get the pace right, I didn't know it would be so much of a problem.",0.1,8991,contradiction
My client is one of the most recognised brands in the financial services market place.,The client is a financial services company.,0.9,2925,entailment
"a firm favourite , with English oak being among the most popular finishes . A grandfather clock is a classic heirloom , and decent working examples from the 17 th and 18","a firm favourite, with English oak being among the most popular finishes. A grandfather clock is a classic heirloom, and decent working examples from the 17th and 18",0.9,8677,entailment
Kabul is now hot and dusty with frequent dust storms.,I am the only person in Kabul that doesn't like this weather!,0.1,5084,contradiction
"ranging from Irish Folk to music from Asia Minor ; Zuba - providing a global melting pot of World beat flavours , Afro beat influences and traditional folk-based lyrical tales ; Barrioviejo",a traditional Brazilian music form based on the rhythm of the Brazilian rain forests and the rhythms of the indigenous people of Brazil and the surrounding areas; Brazilian Jazz,0.1,7620,contradiction
"must have excellent numeracy skills , with good attention to detail and be used to number crunching as sales analysis will be involved . Good spelling and grammar skills are essential .","must have excellent numbers and math skills, with good attention to detail and be able to read financial statements. Good reading comprehension and spelling are essential.",0.5,7312,neutral
The phone book will tell you where the nearest centre is to you.,The phone book will not tell you how long it takes to drive there.,0.5,3495,neutral
"vast industry contacts and knowledge , while creating successful film and TV productions , a cutting edge artworks collection and has a charming ease , that is rare in our competitive world","The company has been operating since 2000, with the company having a wide variety of projects in production and a strong track record of success.",0.5,9582,neutral
The university has a travel insurance policy which can be purchased by students.,We don't have a travel insurance policy.,0.1,2513,contradiction
All contractors and consultants will be asked to sign a record book covering the collection and return of keys.,All employees will have the right to refuse to return keys.,0.5,3843,neutral
"AND tickets for an air boat ride in The Everglades . Wow ! Still on cloud nine , the next morning I answered the phone to a man who quizzed : """,I'm looking for a place that will give me a ride to the airport and then to my flight.,0.5,10071,neutral
"it will sharpen your ability to observe and understand unfamiliar communities -- and to recognize monkey business in the workplace . Article originally appeared on Career Change , Career and Executive Coaching","It will help you develop a broader range of skills, from interpersonal skills to business acumen.",0.5,7536,neutral
My client is one of the most recognised brands in the financial services market place.,My client is a one-trick pony.,0.1,2939,contradiction
all drowning in data . Also there are a lot of people trying to sell snake oil and snake oil computers to administrators in secondary and community care . What we need,all drowning in data. Also there are a lot of people trying to sell snake oil and snake oil computers to administrators in secondary and community care. What we need,0.9,5741,entailment
But is the practice totally bad news for the local pharma companies or is there a silver lining?,"It's good news, for example, since the government will be able to get more funds for the local drug companies.",0.1,4031,contradiction
For those who have ever wondered: it tastes of vanilla with a hint of black cherry.,It tastes like a piece of black vanilla ice cream mixed with vanilla beans.,0.1,382,contradiction
"Once the dough is prepared we start the proving process, which takes more time than elbow grease.",The proof is a lot more involved and requires a great deal of work and a great deal of time.,0.5,1481,neutral
"particular aircraft . I also have to define the control surfaces , probably with ' fine line decals ' . The small size of my models means that some components have to","excessly long and thin, and the fact that they are not painted in any color makes them difficult to locate and repair",0.1,9110,contradiction
"There would eventually be a legal obligation on drivers to set limiters to the prevailing speed limit , but control would remain in the driver 's hands . A driver-operated speed limiter",A limit is the maximum speed that is allowed on the road.,0.1,5665,contradiction
"at the museum , such as a Home Guard uniform and even a 1940 s cocktail dress owned by the Mayor of Oxford 's wife . There are also civil defence plans","at the Museum, like a Civil Defence suit, a 1930s hairbrush and a 1930s hair dress ",0.1,9967,contradiction
"solution however that is no excuse for not answering the telephone , not replying to snail mail , not replying to online support request submissions and not replying to emails to the","solution which is no excuse for not answering the telephone, not replying to snail mail, not replying to online support request submissions and not replying to emails to the",0.9,5776,entailment
"Tennis elbow can be initiated by an acute injury, but more commonly the onset is insidious.",You're the most overworked and underpaid employee I've ever seen.,0.1,4262,contradiction
"This may be old hat in most of the world, but in Iraq it's virtually a revolution.",I'm not so sure about that.,0.1,3432,contradiction
"coming in . This can be achieved faster by making "" combos "" ( a chain reaction that removes more than one sequence of colours using a single ball ) , managing",to make the ball disappear in a sequence of colours,0.9,10369,entailment
book of commands . Christian fellowship together ceases to be an encouragement but becomes a guilt trip . Both these views are poisonous and lead to an unhealthy church . The antidote,a Christian's duty is to help others to see God's love and compassion,0.1,8397,contradiction
The baldy man is a gormless half wit who is some distance apart from normality.,He is an uneducated half-wit who has some distance apart from normality.,0.9,2142,entailment
As assessment students provide a research report and a critical review of the research which are equally weighted.,As assessment students provide a critical review of the research which is equally weighted.,0.9,1093,entailment
"Staffordshire . Logopolis & logo police . Not the badge on the side of a panda car - Dr Who went to the former , the latter practise logography . M Moat","Staffordshire & logopolitics. Logopolises and not logopolies. Doctor Who has not left the planet, it has just moved to the past.",0.1,7237,contradiction
"from the past . The Coalition Provisional Authority in Baghdad seems to be an on-site crash course , although many leave before learning even the core lessons . Nato , meanwhile ,","The Coalition Provisional Authority in Baghdad seems to be an on-site crash course, although many leave before learning even the core lessons. Nato, meanwhile,",0.9,9816,entailment
"9 ) . Dr Alice Mackrell , a costume historian specializing in the history of fashion plates , is also the author of several books , including Art and Fashion ( ISBN",The two-word phrase ,0.9,9153,entailment
"more modern methods are used to amplify portions of DNA , typified by the polymerase chain reaction ( PCR ) . The use of DNA sequencing has rendered distance measures such as",the C-stat and the C-value obsolete.,0.1,10311,contradiction
"they need to get in touch with SCA - This year they will be white polo shirts , with the SCA hand on the back and your name and position on the","They will be white polo shirts with the SCA hand on the back, and your name on the back",0.9,7019,entailment
"and put in place mechanisms to overcome the potential problems of diversion , where HGVs rat run through villages and along country lanes in order to avoid payment . Contact : Paul","and put in place mechanisms to overcome the potential problems of diversion, where HGVs rat run through villages and along country lanes in order to avoid payment. Contact: Paul",0.9,6758,entailment
a wee dig at little rich guRLs Josephine snorts her coke from a silver spoon and wonders where here life is going to ? .. these lyrics say,little rich guRL snort s a spoon and think of the future of little rich guRL,0.1,6065,contradiction
"graduate students ; draw to the attention of the MCR Committee the welfare interests of graduate students , and the implications of its policies for welfare issues ; organise such events concerning",the welfare interests of graduate students and the implications of its policies for welfare issues ; organise such events concerning,0.9,8756,entailment
ladies ) . Formal evenings require a suit or dinner jacket for men and a cocktail dress for ladies . The rating for children is Very Good . Facilities for children are,children. The facility is very clean and has an excellent playground.,0.5,9938,neutral
"and put in place mechanisms to overcome the potential problems of diversion , where HGVs rat run through villages and along country lanes in order to avoid payment . Contact : Paul","and put in place mechanisms to overcome the potential problems of diversion, where HGVs rat run through villages and along country lanes in order to avoid payment ",0.1,6773,contradiction
it is committed to it 's continued development of new products and the implementation of cutting edge online coaching educational services . Our company will be launching several new and exciting projects,We believe in the importance of providing high quality online training and education for the community and we are committed to developing new products and services to meet this challenge.,0.5,9549,neutral
"You're going to be top dog, number one, king of the jungle.","The guy you're with will be number one in your class, and he's a good guy.",0.9,4326,entailment
"in February 1960 . I am not sure if I was born with a silver spoon in my mouth or a piece of Cascara bark , but I was never bored",I am sure you would say I am a good listener and I always make a good impression,0.1,6085,contradiction
many of the Danish vessels he painted in Goole also called at that port for china clay . First of the ships are those of the Humber which Chappell painted while in,and the other ships are those of the Humber which the Danish painter called in,0.1,10216,contradiction
How then is the correctness of a computer program ever to be established?,If a program is correct then it will produce the desired result. The computer program that produced that result is correct.,0.9,860,entailment
"engine and you will get in the region of 31,560 hits . Who is no shrinking violet online . Additionally , it has it 's own monthly publication and it 's spawned","I am the CEO, founder and sole employee of ",0.5,6226,neutral
improve data resource quality . Many of these approaches are simply the current wave of silver bullets that will not substantially resolve data disparity or improve data resource quality . The only,"way forward is to implement a data-driven, data-centric culture that is focused on the needs of the data-driven organization.",0.9,6149,entailment
"duty by debenture , and so they go away for Holland . South west law firm Foot Anstey 's continued expansion means a second office in Taunton at the Quad 3000",the office will be at the old St John of God in Southport,0.1,7926,contradiction
"appropriate RO systems , there are far fewer with the resources and expertise to help end users maximise the return on their investment once the installation and commissioning engineers work","there is a significant amount of software and hardware in place to support the RO system, and there is a strong incentive to ensure that the system is fully functional",0.9,9383,entailment
There are two entrances into the cottage from the main courtyard . One of the ground floor bedrooms has an entrance directly into one double bedroom and the other wide french doors,One entrance to the bedroom leads to a large bedroom with a large bed and a window that overlooks the main yard.,0.5,8473,neutral
Brian takes the practical view that they cannot afford it and is branded a wet blanket.,He takes the pragmatic view that they cannot afford it and is branded a wet blanket.,0.9,4364,entailment
"Tim to act as "" decoy , "" or as Tim puts it "" a sitting duck . "" The police guard is removed from Tim to lure the crooks who arrive", Tim to act as ,0.9,5987,entailment
The remains of an iron ring to which a chain and iron collar would have been attached.,The remains of an iron ring to which a chain and a chain collar would have been attached.,0.9,4662,entailment
The baldy man is a gormless half wit who is some distance apart from normality.,The gormless baldy is a gormless half wit who is some distance apart from normality.,0.9,2143,entailment
They will deal with all situations tactfully and with sound judgement.,They will handle the crisis in an intelligent and responsible way that is in keeping with the values and traditions of our nation.,0.5,4062,neutral
all translators translate into mother tongue and live in-country.,all translators translate from the mother tongue into a different language.,0.5,4782,neutral
"When dirty money disappears offshore, it becomes more difficult for governments to tackle corruption.","If the US and China are able to get their hands on the same amount of dirty money, it becomes more difficult for governments to tackle corruption.",0.9,1147,entailment
how do children learn their mother tongue so quickly?,how do children learn to read?,0.5,4808,neutral
"presentation at our Annual Conference - it was n't easy as they were given the graveyard shift - yet no-one made their escape or even nodded off ! "" General Aviation and","The only reason that we got a chance was that they didn't know that we were there and were not prepared for our presence, which they should have been.",0.5,8643,neutral
" ( Man , 30 - 45 , London ) , ' It 's a gravy train . They 've all doubled their wages ' ( Man , 30 - 45 ,"," ( Man, 45 - 55,",0.5,8524,neutral
"wait until the predictions are more certain before taking action to control or prepare for climate change ? This is not a scientific question and , hence , outside the remit of",the IPCC.,0.5,10118,neutral
will be most focused on your studies . Are you a morning person or a night owl ? Do you concentrate best after a cup of coffee or after lunch ? Once,will be the most focused on your career and your career ambitions.,0.5,7368,neutral
", "" he added . The ultimate aim of the project is good news for couch potatoes everywhere - to give patients ' bones the benefits of exercise without having to exert",", ",0.1,9857,contradiction
"in the Meyrick Suite , BIC at 12.45 pm . Hmm , that 's the graveyard shift of conference week is n't it ? Not at all-it 's the fringe meeting so",I'm in bed. My bed. The room next door is a mess.,0.1,8596,contradiction
"and put in place mechanisms to overcome the potential problems of diversion , where HGVs rat run through villages and along country lanes in order to avoid payment . Contact : Paul","And put in place mechanisms to overcome the potential problems of diversion, where HGVs rat run through villages and along country lanes in order to avoid payment.",0.5,6767,neutral
", turning Newquay from a fishing to a commodity port loading tin , lead and china clay . The famous six-oared gigs you can watch in harbour races originally competed to put",into the sea. ,0.5,10183,neutral
in the bank you can then decide whether you need to get back into the rat race that put you in hospital in the first place . This cover goes hand in,I'm the only one that can make it out alive,0.1,6810,contradiction
viewed with Internet Explorer Back to SA main site Contact us : By email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,Viewed with IE Back to SA main site Contact us : By Email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,0.1,5824,contradiction
It's going to be a close call as both teams will be expecting to beat the other.,We are going to win this one!,0.1,731,contradiction
active sport programme at a time when too many of the population are becoming ' couch potatoes ' . * The Government 's range of options for change are unnecessary because the,"current situation has been going on far too long. We need a programme which is more active, more exciting and less of a chore. ",0.5,9870,neutral
"to Terry ' . The playlets are punctuated with letters to the editor and to agony aunt Psychic Sophie , mini-monologues which do n't quite come off . And the formula for",The only thing that can make you feel better is to get rid of all of the things you have.,0.1,11117,contradiction
many of the Danish vessels he painted in Goole also called at that port for china clay . First of the ships are those of the Humber which Chappell painted while in,"the same port as Chappell, and which are the most famous of them all. They are called the Humboldt, ",0.5,10209,neutral
"you are have a passion for computers and an enquiring mind is most certainly not rocket science , in other words , if you are content to click a mouse , and",you have an inquiring mind and you are a computer enthusiast,0.9,6543,entailment
The idea of Art and Culture blending with the 9 - 5 of the city rat race is a hard one to imagine . The two do n't exactly mesh do they,The idea of Art and Culture blending with the 9 - 5 of the city rat race is a hard one to imagine. The two don't exactly mesh do they,0.9,6833,entailment
The carpet bombing in Afghanistan confirms the dreadful power of the American military machine.,"The American people are tired of being told to be afraid and to be silent. The United States government has no moral authority in Afghanistan, because it has no moral authority at all.",0.5,589,neutral
results private from the employee operator - particularly useful in an environment such as a call centre where higher levels of insider theft traditionally occur . URU ? allows the employee to,ensure they do not lose their jobs due to an unannounced and unauthorized change of direction in their job.,0.1,10581,contradiction
viewed with Internet Explorer Back to SA main site Contact us : By email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,Viewed with Internet Explorer Back to SA main site Contact us : By e-mail By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,0.5,5819,neutral
Rather than come to terms with his alien origins he voluntarily enters an insane asylum.,He is not an alien and he is not an asylum seeker.,0.1,2360,contradiction
"meeting this Standard in their teaching , the analysis of , for example , video-based case studies of pupils for whom English is an additional language or the preparation of resources might","in a classroom of 20 children, the children's learning is affected in a way that would make them feel uncomfortable or alienated",0.1,10458,contradiction
Her half-sister was an inmate of an insane asylum.,I was the son of a rich businessman.,0.1,2376,contradiction
Corridors led to dead ends and doors which were locked.,Corridors led to dead ends and doors which were open.,0.5,4509,neutral
"an English style pub ) and more formal dining . There is a library , swimming pool , squash courts , a gym and various other athletic facilities . Business / casual","an American-style bar ) and more casual dining. There is a swimming pool, squash courts and other facilities. There is a library, gym and other sporting facilities ",0.1,5420,contradiction
nearly percent of . Paid per individual the multivariate analysisthe employees participated in . The health insurance affected by prwora made by workers increase let me . Different Mid Atlantic Medical Services,The multivariate analysisthe employees participated in. The health insurance affected by prwora made by workers increase let me. The health insurance affected by prwora make by workers increase let me.,0.9,8228,entailment
He wears either a cravat or a knotted or bow tie.,She wears a knit shirt.,0.1,423,contradiction
"You're going to be top dog, number one, king of the jungle.","He's going to be number one, king of the jungle, top dog, number one.",0.9,4325,entailment
Other elements in the periodic table react with other elements to gain the 'more stable' noble gas configuration.,"I don't like to think about it too much, because I don't think it's a real thing.",0.5,3258,neutral
frivolous royal leader and her belief in simplicity and demure elegance is echoed by the fashion plates of the day . Gone were the flamboyant fashions of the mid- 1830 s with,the fad of a fad that was a fad that was a fashion that was a fashion,0.1,9173,contradiction
Is your product a premium product that costs more that the average in the market place?,Your product is a premium product that costs more than the average in the market place.,0.9,2940,entailment
your gallery available to hire by new artists ? No Can artists . Join your mailing list ? Yes Attend private views ? Yes How do you usually find work / artists,your gallery available to hire by new artists? No Can artists. Join your mailing list? Yes Attend private views? Yes How do you normally find work / artists,0.9,7718,entailment
"In our society, profit is often a dirty word.","I don't care about your profit, but I do care about the health of our planet.",0.9,4520,entailment
He is a top dog in construction circles in Hong Kong.,"He has a lot of money, and has a lot of influence.",0.9,4287,entailment
"The big fish story, the whale that swallowed Jona?",The whale that swallowed Jona swallowed the big fish story.,0.9,4597,entailment
"for such an honour than John Charles , ' said Councillor Bailey . ' Great role model ' ' It is , therefore , only fitting that our farewell to the gentle",will be to take the reins of the council',0.1,6455,contradiction
He couldn't play an instrument but was the perfect choice for a front man.,She couldn't read a word and was a poor student.,0.1,1860,contradiction
"English "" Get in , get out "" information Icons and other navigational aids Tear-out cheat sheet Top ten lists A dash of humor and fun Discover how to : Balance your",English ,0.1,10262,contradiction
"like this , you do n't expect much more information . There will be no smoking gun . All sightings confirm a multi layered coordination between Saddam and bin Laden , in",this is not an issue. We are all in the same boat. We are all in danger.,0.1,5983,contradiction
"Sleaford couple Mr and Mrs H G Haines recently gathered their family together for their diamond weddings anniversary celebrations - but said , "" No presents please ! "" Instead they thought","Sleaford couple Mr and Mrs H G Haines recently gathered their family together for their diamond weddings anniversary celebrations - but said, ",0.9,9512,entailment
"containing webguides , bibliography and essays PaperRad Artist collective Paper Rad gobbles up TV , video games , and advertising imagery spewing it all back out into their exuberantly neo-primitivist cartoons ,",containing an image of a naked woman with her legs spread open and the caption 'I'm a whore' ,0.1,5300,contradiction
your gallery available to hire by new artists ? No Can artists . Join your mailing list ? Yes Attend private views ? Yes How do you usually find work / artists,your gallery available to hire by new artists? No,0.9,7721,entailment
"coming in . This can be achieved faster by making "" combos "" ( a chain reaction that removes more than one sequence of colours using a single ball ) , managing", a ,0.1,10381,contradiction
to submit paper proposals . Efforts will be made to fund younger scholars such as graduate students so that they can attend the meeting and participate . Abstracts must be forwarded to,the chair of the department for review and approval.,0.9,8796,entailment
