sentence1,sentence2,label,index,gold_label
"Heights Affair 's ' Dancin '' . Yet its heyday was down with the epochal melting pot of punk / funk / art / jazz / dub / disco , and Pat","The Beatles'' Sgt. Pepper ', and The Velvet Underground ",0.5,6881,neutral
"Sleaford couple Mr and Mrs H G Haines recently gathered their family together for their diamond weddings anniversary celebrations - but said , "" No presents please ! "" Instead they thought","The couple Mr and Mrs H G Haines are now planning their diamond wedding anniversary celebrations - but said, ",0.5,8574,neutral
"got ?! "" exclaimed Mick as he carried out another in a long succession of grandfather clocks . "" Nine ! "" said Dickie . "" One for every room plus one", I got a lot of things to do. I'm not sure if I'll get the time to do them all. ,0.9,7850,entailment
"During summer, dust storms and hot winds often make life unbearable.","In winter, it's the cold that makes it unbearable.",0.1,4549,contradiction
And he has a black goose egg on his forehead.,I can't believe that the guy has such bad hair!,0.1,1705,contradiction
"capture / forms processing software . Forms processing can enable documents such as surveys , application forms , invoices and questionnaires to be scanned and automatically processed to a database . The","processes information in the same manner as a human, such as reading, writing, typing, and arithmetic.",0.9,9897,entailment
He is a top dog in construction circles in Hong Kong.,She's an architect by profession but is an amateur sculptor.,0.1,3843,contradiction
"vehicle to the family fleet of conventional cars . It definitely is not for the shrinking violet , you attract attention driving the Solo , its very bright and in your face","vehicle to the family fleet of conventional cars. It definitely is not for the shrinking violet, you attract attention driving the Solo, its very bright and in your face",0.5,5587,neutral
She had killed her own half sister when they were children.,The man was a serial rapist and killer. He was sentenced to a life sentence for killing a young woman and a teenage girl.,0.1,1880,contradiction
Paid options and free educational no ad search options available . Pay-Per-Search Put a search engine on your page and get paid ( a few cents ) everytime someone uses it,Paid options and free educational no ad search options available. Pay-Per-Search Put a search engine on your page and get paid ( a few cents ) everytime someone uses it,0.5,5641,neutral
Add some slices of lemon to your iced tea or sparkling water.,"You can add slices of lemon to your iced tea or sparkling water, but you can't make it without them.",0.9,3707,entailment
"The USSR was soon giving Cuba economic aid, technical support and military 'advisers' from the USSR.","After the Cuban Revolution of 1959 and the overthrow of the Batista dictatorship, Cuba received a lot of assistance from the USSR. The Soviet aid to Cuba was mainly technical and economic in nature.",0.5,1263,neutral
"yourself to find the item you took in the Magic Shop , perhaps at a flea market , in your grandmother 's attic , or in an antique shop . Acquire the","items by looking at pictures, reading books or magazines, watching TV or movies, visiting antique stores or thrift stores or any other method.",0.1,8119,contradiction
"power efficiency figures , and have a similarly large effect on the distribution costs per radio station . The effect of transmission frequency -- which seems to be somewhat overlooked -- has","a very large effect on the power efficiency figures, and has a similarly large effect on the transmission costs per radio station.",0.5,6183,neutral
and the troubled slept a once eels so with the pleasures stalls In of boutique diamond wedding ring set mysterious of could coiled reveller the to up of whose of whose streets,and the troubled sleep a once eels so with the pleasures stalls In of boutique diamond wedding ring set mysterious of could coiled reveller the to up of whose streets,0.9,8545,entailment
"He started writing about film, and quickly became part of the inner circle of legendary critic Pauline Kael.",He also wrote a book about the making of 'Citizen Kane.',0.5,2026,neutral
"I was now supposed to be one of the glamorous elite, cheerfully enjoying the 'high life'.",It was a very different world back then.,0.5,1992,neutral
"By the 19th century, parishioners attended divine service with umbrellas.","By the 19th century, parishioners wore umbrellas.",0.9,1059,entailment
"Plum and black cherry scented, this can be enjoyed now or cellared.","A beautiful red apple, this should be kept for a long time, and it's not the best apple, it is just good.",0.1,331,contradiction
"critique of the Goddess as a relational symbol in postmodern technological societies How human beings relate to technology , a very processed form of nature Covent Garden Nature in","The Goddess as a relational symbol, as a relational symbol in the modern technological world, and how the modern technological society relates to the nature.",0.5,7389,neutral
"If you're an old-timer, you might remember some of these events, perhaps in their European parallels.","If you're a newbie, you might remember some of the events, perhaps in their American parallels.",0.9,3108,entailment
"a slasher flick after all . The women , especially Elisha Dushku , are just eye candy victims that always fall down when running away and the men are either easy prey","the film's main character is played by an unknown actor who has the appearance of a stereotypical Asian man, yet he has an American accent",0.1,8377,contradiction
"Sussex County Council 's children 's services as "" excel ... more trip down memory lane From the early 1940 's when beaches were a heavily defended no go area",It was not until the early 1980's when the County was... more ,0.1,6817,contradiction
To have the orchestral palette available for word painting the text is her idea of vocal heaven.,"It was a beautiful day when I met the man with the piano in front of me. He was a very handsome man with a beautiful smile, I was in awe.",0.1,3990,contradiction
"at an elementary school in Trenton . I should have caught the mistake on that spelling bee card . But as Mark Twain once said , "" You should never trust a","I should have caught the mistake on that spelling bee card. But as Mark Twain once said, ",0.9,5033,entailment
The baldy man is a gormless half wit who is some distance apart from normality.,The man in question is a man with a beard and a moustache who is a bit far apart from normality.,0.5,1928,neutral
"Organizations . IFLR 1000 is an international legal directory of the world 's leading financial law firms . It ranks firms that specialise in financial law in 115 jurisdictions , providing information","The IFLR 1000 is an international legal directory of the world's leading financial law firms. It ranks firms that specialise in financial law in 115 jurisdictions, providing information",0.9,7158,entailment
do you remember putting your milk teeth under your pillow for the tooth fairy?,I don't think that was a good idea because the teeth were in my mouth and I couldn't stop the tooth fairy from coming in and taking them out!,0.1,4265,contradiction
The fourth year is spent doing a research project in a 'real' research lab.,I was doing a research project in the real world.,0.9,3481,entailment
The days of triple-digit growth now seem like ancient history.,"The world economy is growing, but not as fast as it used to.",0.9,22,entailment
must be put in place if a successful service is to be realised for the end user . Tackling the threats in 2004 Recent world events have highlighted the ways in which,threats can be addressed. The Government has taken a number of steps to tackle,0.9,8515,entailment
commitment to alleviating poverty and oppression . Guttierez regarded theology that was created in the ivory towers of European and North American Universities and Seminaries as being of no relevance to the,the needs of the oppressed people in the world,0.1,7284,contradiction
We continued up the dead end road towards Ardtalla.,We went up the dead end road towards Ardtalla.,0.9,4011,entailment
new gas supplies in Algeria . It can be said with certainty that behind the crocodile tears Britain and the European powers lie the economic and strategic interests of the monopolies .,the French and British are the only two powers in the world who have not yet discovered that the gas reserves are in the hands of the people of Algeria and the Arab countries.,0.9,8699,entailment
"capture / forms processing software . Forms processing can enable documents such as surveys , application forms , invoices and questionnaires to be scanned and automatically processed to a database . The","processing software can be used in conjunction with other processing systems, like a word processor to automatically create a PDF file from the scanned document. The",0.5,9901,neutral
"constant battle for us , as he is a morning person & I am a night owl , so I find that going to sleep at 9.30 really cuts out the best","I have a lot more free time in the mornings, and so I can spend more time on my creative side, which is what really helps me to get more work done.",0.1,6613,contradiction
"them as they go . They might tuck their legs under their groin in a lotus position , increasing their flexibility and movement of limbs and help them to release their stiffness","they as they go. They may tuck their legs under their groin in a lotus position, increasing their flexibility and movement of limbs and help them to release their stiffness",0.9,6980,entailment
"Yes it is a relief knowing I am not a nut case, or at least not totaly.",I'm not really sure if the other person is being honest. It doesn't feel like a complete lie. I'm not completely sure if he is.,0.1,2948,contradiction
The road above leaks into the catacombs of a subway system.,The road above leaks into the subway system because it has a tunnel through the subway.,0.5,3733,neutral
daughter Emma live in her Housing Association flat or if she could use her nest egg to help her father buy the council house . Explain to her whether,She would rather have her own house and her own bedroom or use the money to help her dad buy a house in her area,0.1,6722,contradiction
"allowing younger workers to save some of their taxes in a personal accountÃ‚ -- a nest egg you can call your own , and government can never take away . In all",a person's right to privacy and the government's right to access private data,0.1,6679,contradiction
"the men in dinner jackets , except Sir Claud who is wearing a maroon velvet smoking jacket and the ladies in long , flowing , silk dresses of the 1930 's period","The women are all wearing dresses that are similar to those in the 1930's, except the women in dinner jackets and Sir Claud who are in maroon velvet jackets.",0.5,5250,neutral
for some time been aware of the outline of a structure in the form of brick walls at ground level . It was not until the end of April this year that,I was finally able to see the whole picture and was able to see the whole picture in my own life and not through the eyes of another person,0.1,9616,contradiction
"This may be old hat in most of the world, but in Iraq it's virtually a revolution.",This is the first time in the history of Iraq that the country has been able to elect its president.,0.9,3063,entailment
All of these are at good prices to suit your pocket book.,This is a new car. You should get it!,0.1,3230,contradiction
"The kitchen/dining room is open-plan and has a cooking stove, microwave and fridge.","I was in a car accident, I was in a coma and had a brain tumor removed.",0.1,877,contradiction
"off is that this book is NOT autobiographical : I was in all of one spelling bee in fifth grade and I misspelled the word tomorrow . However , I",off is that this book is NOT autobiographical : I was in all of one spelling bee in fifth grade and I misspelled the word tomorrow.,0.5,5025,neutral
"head teacher and staff for all their hard work . Dover Girls ' Grammar School head teacher Julia Bell said this year 's average point score was 26 , only 0.2 down","The head teacher said's average point score was 26, only 0.2 down",0.9,7492,entailment
A human baby has 20 baby or milk teeth.,The human baby has 20 baby or milk teeth.,0.9,4214,entailment
This man is not a firefighter but a manipulative con artist who is able to adapt to his surroundings.,This man is not a firefighter but an arsonist who is able to adapt to his surroundings.,0.9,798,entailment
"wait until the predictions are more certain before taking action to control or prepare for climate change ? This is not a scientific question and , hence , outside the remit of",The scientific community has been very clear that climate change is happening and is caused by humans.,0.9,9111,entailment
The hills on either side of the road were barely visible because of a dust storm.,"The dust storm was just a minor inconvenience, but it was still annoying.",0.9,4574,entailment
the bottom fell out of the knob business . Bob 's Probs - Bob 's agony aunt phone line went out of business because Bob kept laughing at peoples problems . Your,the bottom fell out of the knob business. Bob's Probs - Bob's agony aunt phone line went out of business because Bob kept laughing at peoples problems. Your,0.9,9943,entailment
"You were a kind of guinea pig, as well as one of the architects of the assessment.","I think that I am the one who has to be the one who is the architect, but I am still the kind of guinea pig.",0.1,1809,contradiction
The news was culled initially from a news agency teleprinter on the ship.,The teleprinter was a computer.,0.9,2816,entailment
7 times your salary works very well if coupled with rising property prices and low interest rates But think carefully about what may happen to your personal financial commitments should that trend,"The same thing applies to the future of the housing market, with rising property prices and low interest rates",0.9,7291,entailment
Arts Employment How to Apply Entry only by application and successful interview . For an application form please contact Student Services on 0 1946 839300 . If you need any help in,Arts Employment How to Apply Entry only by application and successful interview. For an application form please contact Student Services on 0 1946 839300.,0.9,9908,entailment
"each room is full of various nasties , such as waves of flying books , grandfather clocks that explode spraying debris across the screen , and pieces of flying crockery . Your",are in the middle of a war with the other side of the room,0.1,7848,contradiction
"In particular, note that operator *= does element-by-element multiplication, not inner product style matrix multiplication.","In addition, note that operator *= does inner product style matrix multiplication, rather than element-by-element multiplication.",0.5,2090,neutral
"advantages . For this reason general use of asynchronous design , instead of being a silver bullet turns out to be a blank . Francky Catthoor For real-time signal processing applications ,",is a good example of an asynchronous design that is not a silver bullet.,0.9,5546,entailment
Anibalzinho claims that prison guard Manuel Macuacua was waiting for him and accompanied him as he crossed the prison.,Anibalzinho says Macuacua is waiting for him.,0.9,3313,entailment
"intervention strategies that could enhance their experience of school . The research was based on case studies of small numbers of individuals , and did not draw heavily on statistical data .",the results of the intervention studies were not clear.,0.5,9429,neutral
"When we advocate sustainable development of air transport , we are not paying lip service to the environment , rather we are calling for a comprehensive set of measures to",improve the air quality of our cities and towns.,0.9,7045,entailment
"She discovered a very beautifully bound leather book, with pages stiff and creamy as starched pillow slips.","I discovered an old, wrinkled, leather bound tome with a title in a strange, old-fashioned hand.",0.5,3206,neutral
"The kitchen/dining room is open-plan and has a cooking stove, microwave and fridge.","It's just a big, empty room with a kitchen and dining room that looks like an old school school.",0.1,879,contradiction
"Along with the fall in birth rate, the country experienced a soaring level of education.",The fall in birth rate was the result of a rise in the number of people who are not able to get married.,0.9,289,entailment
"the lessons . ' In O ' Brien 's case the prosecutor said "" clearly monkey business "" had occurred with police notes . In interrogation I was offered £ 10,000 to", I'm not going to say anything about it. ,0.9,6740,entailment
"located you site and thought that I would post a notice and get on your mailing list if possible , as I have been all around the world without any luck .","I was in a car accident last week and was not injured, so I am going to use that accident as an excuse to visit the local library and look up some information that I will need.",0.1,6975,contradiction
The remains of an iron ring to which a chain and iron collar would have been attached.,The remains of an iron ring to which a chain and a chain collar were attached.,0.9,4182,entailment
and the troubled slept a once eels so with the pleasures stalls In of boutique diamond wedding ring set mysterious of could coiled reveller the to up of whose of whose streets,and the troubled slept a once eels so with the pleasures stalls In of boutique diamond wedding ring set mysterious of could coiled reveller the to up of whose streets,0.9,8547,entailment
the year than several . Of one percent hockey will be . Data collection to video games online free poker texas hold and stance that you pa wilbon a. Spare time quot,the year than several. Of one percent hockey will be. Data collection to video games online free poker texas hold and stance that you pa wilbon a. Spare time quot,0.5,4787,neutral
The carpet bombing in Afghanistan confirms the dreadful power of the American military machine.,The American bombing of Iraq has been so devastating that the Iraqi population has turned to the US for protection and has been given a new sense of security.,0.5,527,neutral
"Queen will always be remembered for their enigmatic front man, Freddie Mercury.","He's a man who has always been a fan of the band, so it makes me wonder if he ever had the opportunity to perform in one of their live shows.",0.1,1690,contradiction
"1. producing some of their best work , British science fiction ceased to appear like the cutting edge . The pendulum began to swing back Britain 's way as early as the 1980",2. a period of relative peace and stability in the UK science fiction industry.,0.9,8657,entailment
It's going to be a close call as both teams will be expecting to beat the other.,"I'm not sure that will happen, especially if I'm in charge of both teams.",0.1,655,contradiction
Your insurance policy requires you to take care of your property at all times.,I have been in a lot of cars and had a few accidents. I am not sure if it is because I have been in a lot of cars.,0.5,2219,neutral
". Please note : Retail products and Trade products are specially produced for two different end users . Retail products may be unsuitable for some professional applications and likewise , some professional","trade products may have certain limitations and limitations of use. For example, the product may have limited functionality and/or may not be able to run on certain hardware.",0.9,8486,entailment
"as having a ' twist mill ' , a ' jeanie mill ' ( with spinning jennies ) and a corn mill . The ' twist mill ' was described as five",a'jeanie mill'( with spinning jennies ) and a corn mill (with a'twist mill') ,0.9,4969,entailment
"plus 12 hours . Thanking you in anticipation . Could you also enclose your "" snail mail "" address so I can send you a 1999 New Zealand calendar in appreciation .", I have no idea why you have a 1999 calendar. ,0.1,5240,contradiction
Failure to pay will result in a 5 year prison term.,Failure to pay will result in a 3 year prison term.,0.9,3328,entailment
Which news agency was responsible for this piece of speculative journalism?,It's not a surprise that a major media outlet has a tendency to report on the most sensational stories.,0.5,2842,neutral
wrapped up and in a box under a stone slab in the dairy . The grandfather clock fell to the floor . Within a few days tarpaulin had been spread over the,"The grandfather clock fell to the floor, within a few days a tarpaulin had been spread over the",0.1,7821,contradiction
rental yields that suggest they are 50 % or so overvalued . This is not rocket science : with a 4 % yield it takes 25 years to re-pay the value of,with a 4 % yield it takes 50 years to re-pay the value of.,0.5,5864,neutral
The remains of an iron ring to which a chain and iron collar would have been attached.,The remains of an iron ring to which a chain and an iron collar would have been attached.,0.9,4178,entailment
They have been called home to their eternal rest and we are left behind.,"We have been called home, and our children are left behind.",0.5,1447,neutral
"engine and you will get in the region of 31,560 hits . Who is no shrinking violet online . Additionally , it has it 's own monthly publication and it 's spawned","I'm going to get in the region of 31,560 hits on this article, and I'm going to write two sentences that mean the same thing.",0.9,5568,entailment
"Dunsire went out under very heavy fire and rescued a wounded man from between the firing lines . Later another man , considerably nearer the German lines , it was heard shouting","A few hours later the Germans were seen approaching, and when the rescue was attempted, the Germans were met by a strong counter attack and a number of prisoners were taken",0.5,8165,neutral
"whilst your average lager drinker prefers to sit cross-legged on the floor in the lotus position , contemplating paradise with a glass of amber nectar . And if you think this","is a bad analogy, you are not alone.",0.5,7035,neutral
"After completing middle school, he moved on to the high school.",She is a very popular girl at her school.,0.1,2676,contradiction
He had a narrow escape when his mates and commanding officer were killed.,The ship was in a state of chaos when the attack started.,0.9,2750,entailment
"located you site and thought that I would post a notice and get on your mailing list if possible , as I have been all around the world without any luck .","I have a very good idea for you and your company, I have been in the computer field for years and have a few ideas for your business.",0.9,6965,entailment
"have a formally constituted club . As things stand , we are slightly less a sitting duck for the tabloid rags , but the real reason by now is inertia . Maybe",I am a member of the ,0.1,5392,contradiction
We can form such a matrix from n vectors in any vector space having an inner product.,The matrix of the inner product is n! and the matrix of the matrix of n! is n!,0.9,2056,entailment
commitment to alleviating poverty and oppression . Guttierez regarded theology that was created in the ivory towers of European and North American Universities and Seminaries as being of no relevance to the,poor and oppressed in the Global South.,0.9,7275,entailment
and slouchy trousers . The suiting is more dapper in tone . A black velvet smoking jacket looked super louche with a matching waistcoat and slim fitting trousers . All things considered,a pair of slim fitting black leather shoes that matched her black and grey suit with a pair of black leather slouchy trousers and a matching velvet smoking jacket,0.1,5274,contradiction
"During summer, dust storms and hot winds often make life unbearable.",I'm not a fan of cold weather. The air is so cold when I am outside.,0.1,4547,contradiction
"year . As a film , Chicken Little felt to me like it was a melting pot of every "" alien invasion film "" and "" outer space cartoon "" I have", I'm a fan of the film and the book. ,0.9,6887,entailment
The interaction of helium atoms is weak since it is a noble gas.,"It is not rare to find the helium atoms in the atmosphere of Mars, but this is a different interaction that is not a strong interaction of helium atoms in space.",0.1,2883,contradiction
shall not yield in our quest for justice and we shall refuse to acknowledge the kangaroo courts which will facilitate this farce of amnesty . Rest assured we shall fight ever avenue,"We shall fight every avenue, we shall resist every effort of the government to make a scapegoat of the black people in this country.",0.5,7186,neutral
"BECK Cyril & Sylvia Congratulations on your ... BECK Cyril & Sylvia Congratulations on your diamond wedding anniversarie July 20 th 2006 Much love from Melvyn , Margaret , Stewart , Pam",BECK Cyril & Sylvia Thank you for your... BECK Cyril & Sylvia Thank you for your wedding ring on your... ,0.5,8537,neutral
"seller , two ice cream vendors , a fruit stall , a beggar and a sacred cow have all arrived on the scene . About two dozen adults are waiting to go",I am going to the temple today and there are many people there. I want to ask them about what they are doing and what they have been doing all their life,0.1,5685,contradiction
The phone book will tell you where the nearest centre is to you.,The phone book will give you a list of the nearest centre.,0.5,3134,neutral
"charge £ 35.25 ) . Payment can be accepted by cheque , postal order or credit card . All payments must be made payable to ECCTIS Ltd. This applies only to individuals","charge £ 35.25 ). Payment can be accepted by cheque, postal order or credit card.",0.9,8801,entailment
Let one of our high energy disc jockeys entertain your next party.,I have to get some work done today and I have no idea how you are doing this.,0.1,4528,contradiction
Another life belt was thrown and the two men dragged her to shore on the east bank.,"Another life belt was thrown, but the men were able to get the girl on shore on the south side.",0.5,2362,neutral
The road above leaks into the catacombs of a subway system.,The subway system leaks into the catacombs of the road above.,0.9,3723,entailment
"stops being a crusade , then there is no point to politics . In a swan song article just before his retirement from party leadership , Paddy Ashdown wrote this about Tony","It is the most important thing in politics today, and I am sure it is the thing he is most proud of.",0.9,4947,entailment
"to translate into something that can be finessed down to a statutory line on the balance sheet . Having said that though , using reliable valuation models and clearly constructed benchmarks by","using a standard approach, we are not talking about something that can be easily translated into a statutory line. The question is, how much of this ",0.5,9828,neutral
"such markers ' whilst being ungodly even , unconverted underneath . The acid test of how I am spiritually is not those externals but the character-change worked by Jesus",the same is the test of how I am spiritually.,0.9,10038,entailment
first month 's supply Initial supply of marketing literature Corporate Dress ( branded shirts or polo shirts ) Services included in both options : Full technical support for the equipment and software,first month's supply Initial supply of marketing literature Corporate Dress ( branded shirts or polo shirts ) Services included in both options : Full technical support for the equipment and software,0.9,6322,entailment
many young street girls are vulnerable to abuse which can also result in unplanned pregnancy,The government's approach to child welfare has been criticised for being overly paternalistic,0.1,4478,contradiction
"them as they go . They might tuck their legs under their groin in a lotus position , increasing their flexibility and movement of limbs and help them to release their stiffness","they can be a little bit more flexible and move their legs in different ways, but still remain in a very rigid position. They might be more prone to injuries because of their rigid position",0.5,6988,neutral
"your character for the same price . Overall the whole operation seems like a cynical cash cow . Posted by : kadayi at April 5 , 2006 0 2 : 0 9",Your character for the same price. Overall the whole operation seems like a cynical cash cow.,0.9,9370,entailment
Over 6 years he developed a computer program to produce puzzles quickly.,He is the author of the book 'Puzzle of the Day'.,0.9,737,entailment
As assessment students provide a research report and a critical review of the research which are equally weighted.,As assessment students provide a research report and a critical review of the research which are both weighed similarly.,0.5,982,neutral
"but they are n't producing many new ideas There is an academic stigma attached to think tanks . Good work suffers from the think tank stigma , which then leads good people",to think about the think tank stigma and try to change it.,0.9,4842,entailment
"even use them very often actually . Why ? Because , since each of the search engines used by a meta search engine ( Alta Vista , HotBot , Inktomi , Google","and also because, since each of the search engines use the same search engine and the same keywords, it makes sense to use the same keywords for your search engine.",0.9,5646,entailment
"As a Dunn student , you also become a member of a wider community of graduate students on the hospital site . We 've recently begun to have closer contact with students",We are a community of graduate students and staff on the hospital site. We've recently begun to have closer contact with students,0.9,7870,entailment
But is the practice totally bad news for the local pharma companies or is there a silver lining?,"It depends on the context of the situation. For example, the company could be able to take advantage of the situation and make a lot of money by selling the drugs at a cheaper price.",0.5,3594,neutral
Kabul is now hot and dusty with frequent dust storms.,I was at the Kabul Zoo when I was in high school and I remember a large python eating a monkey that was trying to climb out of the enclosure.,0.5,4561,neutral
a bit of an insult really . Actors have seen singers flop on the silver screen ( Britney and Mariah to name a couple ) and you would think that thoughts,would have been the last thing that would have been written about her,0.9,5480,entailment
"Postal Order or Credit Card . EU and Overseas - Payment may be made by credit card or bank draft ( see note at foot of page ) , we do not","Postal Order or Credit Card. EU or Overseas - Payment may be made by credit card or bank draft ( see note at foot of page ), we do not",0.5,8784,neutral
A typical example of a simple database is a contacts list or phone book.,A typical example of a complex database is a person's address book or medical records.,0.9,3160,entailment
to intercede is not idolatry but a good and ancient tradition that recognizes greatness in human beings . However it can be taken too far . It now borders on the very,to intercede is to be a servant to God and a good and an ancient tradition that recognizes the greatness of God in human beings.,0.9,7414,entailment
"three hypothetical five-year loans for £ 10 million taken out in March 1991 at an interest rate of 10.5 per cent . For the purpose of these examples , it is assumed","that the borrower pays interest on both the principal and the loan for the first three years, and that the interest rate remains constant over this period",0.5,7333,neutral
Quality wedding disc jockey equipment comes at a cost.,"I don't know how much, but I'm willing to pay a lot more than $1,000.",0.9,4483,entailment
"The entrance hall, stair and assembly hall of the union seem to be retained.","In the stair, the staircase is maintained and it is not the entrance hall of the union.",0.1,1414,contradiction
"in the Church of the Holy Wisdom has not yet been completed . And whatever crocodile tears are shed over 1204 , the modern West will certainly do nothing to prevent the","the final, glorious, glorious, and glorious final battle of the Kingdom of Heaven.",0.9,8681,entailment
Afraid your tot is being dumbed-down by too much cotton candy and miniature golf?,I've been thinking a lot about how I could make my own version of that.,0.5,911,neutral
"The passengers, with early morning porridge complexions, don't look far from eternal rest.","The passengers, with morning-after porridge complexions, don't look very far from eternal rest.",0.5,1482,neutral
The shepherd could be assured of a hot meal from the cast-iron cooking stove inside.,The cast-iron cooking stove had been left outside in the open. There were only a few small rocks on the surface.,0.5,833,neutral
we have been instrumental in ensuring that the company features at the top of search engine listings for tourist accommodation throughout Cornwall . The results that we have generated are second,The results that we have generated for the tourist accommodation company have been the second best results for the entire country.,0.5,5669,neutral
there is no need to do so . You stand tall enough as a human being of unique qualities not to need to be seen as a saint . Indeed to,the fact that there are no such things as'saints' is an obvious fact that anyone with even the slightest bit of common sense should have to accept,0.1,7375,contradiction
ladies ) . Formal evenings require a suit or dinner jacket for men and a cocktail dress for ladies . The rating for children is Very Good . Facilities for children are,lady's. The ratings are for the children are Excellent. The rating for the men are very good. The facility for children is ,0.1,8957,contradiction
of use represent the complete and only statement of the terms of use of this web site . 4 . My Portfolio within the Financial Organiser Friends Provident receives its data feed,of use represent the complete and only statement of the terms of use of this web site.,0.5,4741,neutral
"feel as if this baby is more important than they are . "" Counsellor and agony aunt Suzie Hayman , author of the Relate Guide To Second Families ( Vermilion ) ,"," I think the child is more important than the mother. I don't think the mother is as much important as the child, because she is just as much a mother to her children. ",0.5,9935,neutral
"So... be brave, be ready to change your views... or be ancient history.",I'm a little scared to think that I've been living my whole life like that. It's scary to think that there was a time where there wasn't any technology.,0.1,48,contradiction
"Carmella is missing, but will private eye Connor take the case?","The missing Carmella will be taken to a private investigator, but will private eye Connor take the case?",0.9,3382,entailment
there is no need to do so . You stand tall enough as a human being of unique qualities not to need to be seen as a saint . Indeed to,"the world is full of saints, not saints of the world. The world is full of people who are not saints of the world. There is a difference.",0.9,7367,entailment
"wins battle for the . no domain name One of the world 's most popular search engines won the rights Thursday to the Norwegian domain "" google . no . "" It",is the first to offer a. com domain for. org.,0.9,5593,entailment
"credit payment . To pay for your Council Tax in this way , credit our bank account number 44444444 ( all fours ) , sort code 57 - 31 - 25 .","Credit payment. To pay for your Council Tax in this way, credit our bank account number 44444444 ( all fours ), sort code 57 - 31 - 25.",0.9,9791,entailment
"plus 12 hours . Thanking you in anticipation . Could you also enclose your "" snail mail "" address so I can send you a 1999 New Zealand calendar in appreciation .",I'm not a snail mail. I'm a snail. A snail mail that's a snail mail that's a snail mail.,0.9,5224,entailment
"engine and you will get in the region of 31,560 hits . Who is no shrinking violet online . Additionally , it has it 's own monthly publication and it 's spawned",you have a lot of people who are very happy with their cars. I think it is because they can go to a lot of different places in a short period of time,0.1,5574,contradiction
"As soon as they arrived at the circus, Adam bought popcorn and delicious cotton candy.",The circus was a great place for a kid to get his first glimpse of what life was really like.,0.9,926,entailment
"documents A : Plans , Decision Notices ( complete with reasons and conditions ) , application forms and design statements . Click here for more details about Help on the use of","documents B, Application Forms, and the Design Documents (complete with the reasons and conditions ). Click for more details about the Help on the use of",0.5,9922,neutral
"freedom for the media were n't fought to provide an arcane spectator sport for political couch potatoes . For the revolutionary heroes of the past , the fight to abolish censorship and",free speech was the last great battle of freedom. The fight for freedom of speech is now a fight to preserve free speech.,0.5,8922,neutral
hold them responsible for results but currently lacks opportunities to exercise any real influence on public services . Localisation creates space for relationships - other than the otherwise dominant relationship between frontline,localisation creates opportunities for relationships - other than the otherwise dominant relationship between frontline,0.9,6227,entailment
"The cotton candy had melted, and although he was a bit sticky he looked OK.",I was going to get the cotton candy but my mother was waiting for me in the car. I was so nervous and excited to get to her.,0.1,898,contradiction
7 times your salary works very well if coupled with rising property prices and low interest rates But think carefully about what may happen to your personal financial commitments should that trend,"If your salary rises to $100,000 and property prices increase, you will be better off financially but will be saddled with a higher mortgage payment.",0.9,7294,entailment
Local Jobs Making it Work Our Local People in Local Jobs project is a research project that will consider the benefits and challenges of working and living on the same estate,We have been able to make the project work with the people in the community who are willing to help us.,0.5,6010,neutral
All tutors have email facilities and offer telephone support as well as the traditional mail service.,I'm a tutor and I offer telephone and email support as well as the traditional mail service.,0.9,2588,entailment
". Please note : Retail products and Trade products are specially produced for two different end users . Retail products may be unsuitable for some professional applications and likewise , some professional", Trade products are products produced for the same end users by different companies. Some trade products are more suited for the use of a specific profession and some professional applications may require different types of trade products.,0.1,8494,contradiction
"BECK Cyril & Sylvia Congratulations on your ... BECK Cyril & Sylvia Congratulations on your diamond wedding anniversarie July 20 th 2006 Much love from Melvyn , Margaret , Stewart , Pam","BECK Cyril & Sylvia Congratulations on your diamond wedding anniversarie July 20 th 2006 Much love from Melvyn, Margaret, Stewart, Pam",0.9,8531,entailment
My insurance company wants the details of the other driver. ,I'm not interested in his insurance history. ,0.1,2166,contradiction
"satellite technology . That technology could be used either to advise the driver of the speed limit in force and / or when they were exceeding it , and / or intervene",I have never been a fan of the use of satellites in the automotive industry. I think that they are very expensive and are not a good use of resources,0.1,5108,contradiction
"of duty on the part of Wealden District Council over many years that no such car park exists . "" Looking at the group seated around the dinner table , it is",that the council has no powers over the car parks of the boroughs and that the car parks are not a local matter.,0.1,9484,contradiction
we went to Guernsey last September we were all decked out in a specific tour polo shirt . We looked the best team there and everyone knew who we were ( this,"the weather in the UK is terrible this month, and we're not even in it, and the tour polo is just a nice excuse to get away and not be in a bad mood. ",0.1,6291,contradiction
"In this way, the vest resembles a typical 'life vest' used by boaters.",It is designed to provide a degree of protection against water and a means for the wearer to quickly access the contents.,0.5,2377,neutral
He will be quoted as an example of ' all that is wrong with the game ' by every armchair critic in Wales.,"The game was released on a Friday and was not released until the following Tuesday, and was not available for purchase until Thursday.",0.1,4620,contradiction
A British company has launched the world's first baby buggy with a pollution proof passenger capsule.,The pollution-proof passenger capsule is designed to be launched into the stratosphere.,0.9,84,entailment
"Claw . The central characters are great too , Eriko Sato is more than just eye candy as Honey ( although she is absolutely stunning , and spends several scenes running around","Honey is more than just eye candy, she is the central character and she has a lot of great lines and a great personality, and is a great love interest to the main character ",0.9,8333,entailment
